2021-06-28T11:43:19Z,Humidity,90.7851,RF
2021-06-28T11:44:30Z,Humidity,90.7851,RF
2021-06-28T11:45:07Z,Humidity,90.7851,RF
2021-06-28T11:46:03Z,Humidity,90.7851,RF
2021-06-28T11:46:43Z,Humidity,90.7851,RF
2021-06-28T11:47:53Z,Humidity,90.7851,RF
2021-06-28T12:20:58Z,Humidity,90.7851,RF
2021-06-28T12:22:16Z,Humidity,90.7851,RF
2021-06-28T12:22:35Z,Humidity,90.7851,RF
2021-06-28T12:23:55Z,Humidity,90.7851,RF
2021-06-28T12:24:23Z,Humidity,90.7851,RF
2021-06-28T12:25:02Z,Humidity,90.7851,RF
2021-06-28T12:25:52Z,Humidity,90.7851,RF
2021-06-28T12:26:35Z,Humidity,90.7851,RF
2021-06-28T12:27:12Z,Humidity,90.7851,RF
2021-06-28T12:28:43Z,Humidity,90.7851,RF
2021-06-28T12:30:35Z,Humidity,90.7851,RF
2021-06-28T12:32:30Z,Humidity,90.7851,RF
2021-06-28T12:34:18Z,Humidity,90.7851,RF
2021-06-28T12:35:15Z,Humidity,90.7851,RF
2021-06-28T12:37:13Z,Humidity,90.7851,RF
2021-06-28T12:37:45Z,Humidity,90.7851,RF
2021-06-28T12:39:19Z,Humidity,90.7851,RF
2021-06-28T12:42:50Z,Humidity,90.7851,RF
2021-06-28T12:43:11Z,Humidity,90.7851,RF
2021-06-28T12:43:23Z,Humidity,90.7851,RF
2021-06-28T12:44:01Z,Humidity,90.7851,RF
2021-06-28T12:46:32Z,Humidity,90.7851,RF
2021-06-28T12:49:51Z,Humidity,90.7851,RF
2021-06-28T12:50:44Z,Humidity,90.7851,RF
2021-06-28T12:52:07Z,Humidity,90.7851,RF
2021-06-28T12:52:56Z,Humidity,90.7851,RF
2021-06-28T12:53:55Z,Humidity,90.7851,RF
2021-06-28T12:55:55Z,Humidity,90.7851,RF
2021-06-28T12:58:42Z,Humidity,90.7851,RF
2021-06-28T13:00:34Z,Humidity,90.7851,RF
2021-06-28T13:01:02Z,Humidity,90.7851,RF
2021-06-28T13:01:42Z,Humidity,90.7851,RF
2021-06-28T13:02:41Z,Humidity,90.7851,RF
2021-06-28T13:03:18Z,Humidity,90.7851,RF
2021-06-28T13:04:16Z,Humidity,90.7851,RF
2021-06-28T13:06:13Z,Humidity,90.7851,RF
2021-06-28T13:07:29Z,Humidity,90.7851,RF
2021-06-28T13:08:05Z,Humidity,90.7851,RF
2021-06-28T13:08:47Z,Humidity,90.7851,RF
2021-06-28T13:09:25Z,Humidity,90.7851,RF
2021-06-28T13:10:02Z,Humidity,90.7851,RF
2021-06-28T13:13:20Z,Humidity,90.7851,RF
2021-06-28T13:15:19Z,Humidity,90.7851,RF
2021-06-28T13:19:49Z,Humidity,90.7851,RF
2021-06-28T13:21:58Z,Humidity,90.7851,RF
2021-06-28T13:22:54Z,Humidity,90.7851,RF
2021-06-28T13:24:21Z,Humidity,90.7851,RF
2021-06-28T13:24:35Z,Humidity,90.7851,RF
2021-06-28T13:25:05Z,Humidity,90.7851,RF
2021-06-28T13:25:35Z,Humidity,90.7851,RF
2021-06-28T13:26:14Z,Humidity,90.7851,RF
2021-06-28T13:27:50Z,Humidity,90.7851,RF
2021-06-28T13:28:20Z,Humidity,90.7851,RF
2021-06-28T13:40:36Z,Humidity,90.7851,RF
2021-06-28T14:15:56Z,Humidity,90.7851,RF
2021-06-28T14:18:28Z,Humidity,90.7851,RF
2021-06-28T14:21:08Z,Humidity,90.7851,RF
2021-06-28T14:22:38Z,Humidity,90.7851,RF
2021-06-28T14:24:54Z,Humidity,90.7851,RF
2021-06-28T14:27:54Z,Humidity,90.7851,RF
2021-06-28T14:33:17Z,Humidity,90.7851,RF
2021-06-28T14:35:29Z,Humidity,90.7851,RF
2021-06-28T14:43:29Z,Humidity,90.7851,RF
2021-06-28T14:45:02Z,Humidity,90.7851,RF
2021-06-28T14:47:26Z,Humidity,90.7851,RF
2021-06-28T14:49:06Z,Humidity,90.7851,RF
2021-06-28T14:51:04Z,Humidity,90.7851,RF
2021-06-28T14:52:16Z,Humidity,90.7851,RF
2021-06-28T14:58:12Z,Humidity,90.7851,RF
2021-06-28T15:00:45Z,Humidity,90.7851,RF
2021-06-28T15:04:05Z,Humidity,90.7851,RF
2021-06-28T15:04:25Z,Humidity,90.7851,RF
2021-06-28T16:54:22Z,Humidity,90.7851,RF
